Site,Year,Month,Day,Value
Chengdu,2015,201504,20150402,40
Guangzhou,2015,201504,20150402,17
Shanghai,2015,201504,20150402,34
Shenyang,2015,201504,20150402,71
Beijing,2015,201504,20150403,31
Chengdu,2015,201504,20150403,49
Guangzhou,2015,201504,20150403,17
Shanghai,2015,201504,20150403,64
Shenyang,2015,201504,20150403,70
Beijing,2015,201504,20150404,66
Chengdu,2015,201504,20150404,29
Guangzhou,2015,201504,20150404,12
Shanghai,2015,201504,20150404,61
Shenyang,2015,201504,20150404,54
Beijing,2015,201504,20150405,56
Chengdu,2015,201504,20150405,24
Guangzhou,2015,201504,20150405,18
Shanghai,2015,201504,20150405,51
Shenyang,2015,201504,20150405,62
Beijing,2015,201504,20150406,22
Chengdu,2015,201504,20150406,15
Guangzhou,2015,201504,20150406,31
Shanghai,2015,201504,20150406,22
Shenyang,2015,201504,20150406,29
Beijing,2015,201504,20150407,26
Chengdu,2015,201504,20150407,26
Guangzhou,2015,201504,20150407,42
Shanghai,2015,201504,20150407,25
Shenyang,2015,201504,20150407,33
Beijing,2015,201504,20150408,103
Chengdu,2015,201504,20150408,47
Guangzhou,2015,201504,20150408,12
Shanghai,2015,201504,20150408,32
Shenyang,2015,201504,20150408,76
Beijing,2015,201504,20150409,167
Chengdu,2015,201504,20150409,47
Guangzhou,2015,201504,20150409,29
Shanghai,2015,201504,20150409,25
Shenyang,2015,201504,20150409,77
Beijing,2015,201504,20150410,158
Chengdu,2015,201504,20150410,43
Guangzhou,2015,201504,20150410,17
Shanghai,2015,201504,20150410,39
Shenyang,2015,201504,20150410,94
Beijing,2015,201504,20150411,150
Chengdu,2015,201504,20150411,55
Guangzhou,2015,201504,20150411,30
Shanghai,2015,201504,20150411,37
Shenyang,2015,201504,20150411,98
Beijing,2015,201504,20150412,17
Chengdu,2015,201504,20150412,62
Guangzhou,2015,201504,20150412,44
Shanghai,2015,201504,20150412,47
Shenyang,2015,201504,20150412,63
Beijing,2015,201504,20150413,37
Chengdu,2015,201504,20150413,74
Guangzhou,2015,201504,20150413,55
Shanghai,2015,201504,20150413,42
Shenyang,2015,201504,20150413,80
Beijing,2015,201504,20150414,64
Chengdu,2015,201504,20150414,86
Guangzhou,2015,201504,20150414,36
Shanghai,2015,201504,20150414,66
Shenyang,2015,201504,20150414,83
Beijing,2015,201504,20150415,157
Chengdu,2015,201504,20150415,100
Guangzhou,2015,201504,20150415,52
Shanghai,2015,201504,20150415,71
Shenyang,2015,201504,20150415,98
Beijing,2015,201504,20150416,36
Chengdu,2015,201504,20150416,91
Guangzhou,2015,201504,20150416,68
Shanghai,2015,201504,20150416,66
Shenyang,2015,201504,20150416,38
Beijing,2015,201504,20150417,80
Chengdu,2015,201504,20150417,84
Guangzhou,2015,201504,20150417,49
Shanghai,2015,201504,20150417,34
Shenyang,2015,201504,20150417,68
Beijing,2015,201504,20150418,138
Chengdu,2015,201504,20150418,56
Guangzhou,2015,201504,20150418,33
Shanghai,2015,201504,20150418,58
Shenyang,2015,201504,20150418,100
Beijing,2015,201504,20150419,61
Chengdu,2015,201504,20150419,38
Guangzhou,2015,201504,20150419,32
Shanghai,2015,201504,20150419,111
Shenyang,2015,201504,20150419,49
Beijing,2015,201504,20150420,75
Chengdu,2015,201504,20150420,50
Guangzhou,2015,201504,20150420,22
Shanghai,2015,201504,20150420,46
Shenyang,2015,201504,20150420,58
Beijing,2015,201504,20150421,62
Chengdu,2015,201504,20150421,39
Guangzhou,2015,201504,20150421,18
Shanghai,2015,201504,20150421,38
Shenyang,2015,201504,20150421,84
Beijing,2015,201504,20150422,54
Chengdu,2015,201504,20150422,34
Guangzhou,2015,201504,20150422,30
Shanghai,2015,201504,20150422,72
Shenyang,2015,201504,20150422,79
Beijing,2015,201504,20150423,57
Chengdu,2015,201504,20150423,55
Guangzhou,2015,201504,20150423,54
Shanghai,2015,201504,20150423,76
Shenyang,2015,201504,20150423,44
Beijing,2015,201504,20150424,62
Chengdu,2015,201504,20150424,54
Guangzhou,2015,201504,20150424,58
Shanghai,2015,201504,20150424,60
Shenyang,2015,201504,20150424,42
Beijing,2015,201504,20150425,90
Chengdu,2015,201504,20150425,64
Guangzhou,2015,201504,20150425,120
Shanghai,2015,201504,20150425,67
Shenyang,2015,201504,20150425,70
Beijing,2015,201504,20150426,109
Chengdu,2015,201504,20150426,107
Guangzhou,2015,201504,20150426,80
Shanghai,2015,201504,20150426,49
Shenyang,2015,201504,20150426,96
Beijing,2015,201504,20150427,91
Chengdu,2015,201504,20150427,111
Guangzhou,2015,201504,20150427,63
Shanghai,2015,201504,20150427,54
Shenyang,2015,201504,20150427,64
Beijing,2015,201504,20150428,50
Chengdu,2015,201504,20150428,118
Guangzhou,2015,201504,20150428,40
Shanghai,2015,201504,20150428,66
Shenyang,2015,201504,20150428,48
Beijing,2015,201504,20150429,118
Chengdu,2015,201504,20150429,108
Guangzhou,2015,201504,20150429,51
Shanghai,2015,201504,20150429,48
Shenyang,2015,201504,20150429,59
Beijing,2015,201504,20150430,117
Chengdu,2015,201504,20150430,99
Guangzhou,2015,201504,20150430,49
Shanghai,2015,201504,20150430,66
Shenyang,2015,201504,20150430,53
Beijing,2015,201505,20150501,121
Chengdu,2015,201505,20150501,33
Guangzhou,2015,201505,20150501,14
Shanghai,2015,201505,20150501,43
Shenyang,2015,201505,20150501,52
Beijing,2015,201505,20150502,45
Chengdu,2015,201505,20150502,53
Guangzhou,2015,201505,20150502,14
Shanghai,2015,201505,20150502,46
Shenyang,2015,201505,20150502,55
Beijing,2015,201505,20150503,48
Chengdu,2015,201505,20150503,57
Guangzhou,2015,201505,20150503,23
Shanghai,2015,201505,20150503,59
Shenyang,2015,201505,20150503,48
Beijing,2015,201505,20150504,25
Chengdu,2015,201505,20150504,29
Guangzhou,2015,201505,20150504,27
Shanghai,2015,201505,20150504,66
Shenyang,2015,201505,20150504,19
Beijing,2015,201505,20150505,50
Chengdu,2015,201505,20150505,64
Guangzhou,2015,201505,20150505,19
Shanghai,2015,201505,20150505,23
Shenyang,2015,201505,20150505,66
Beijing,2015,201505,20150506,25
Chengdu,2015,201505,20150506,96
Guangzhou,2015,201505,20150506,19
Shanghai,2015,201505,20150506,40
Shenyang,2015,201505,20150506,41
Beijing,2015,201505,20150507,50
Chengdu,2015,201505,20150507,98
Guangzhou,2015,201505,20150507,20
Shanghai,2015,201505,20150507,51
Shenyang,2015,201505,20150507,52
Beijing,2015,201505,20150508,56
Chengdu,2015,201505,20150508,36
Guangzhou,2015,201505,20150508,16
Shanghai,2015,201505,20150508,30
Shenyang,2015,201505,20150508,26
Beijing,2015,201505,20150509,38
Chengdu,2015,201505,20150509,62
Guangzhou,2015,201505,20150509,20
Shanghai,2015,201505,20150509,27
Shenyang,2015,201505,20150509,34
Beijing,2015,201505,20150510,43
Chengdu,2015,201505,20150510,71
Guangzhou,2015,201505,20150510,31
Shanghai,2015,201505,20150510,39
Shenyang,2015,201505,20150510,58
Beijing,2015,201505,20150511,27
Chengdu,2015,201505,20150511,51
Guangzhou,2015,201505,20150511,24
Shanghai,2015,201505,20150511,30
Shenyang,2015,201505,20150511,42
Beijing,2015,201505,20150512,34
Chengdu,2015,201505,20150512,55
Guangzhou,2015,201505,20150512,20
Shanghai,2015,201505,20150512,47
Shenyang,2015,201505,20150512,18
Beijing,2015,201505,20150513,74
Chengdu,2015,201505,20150513,70
Guangzhou,2015,201505,20150513,39
Shanghai,2015,201505,20150513,44
Shenyang,2015,201505,20150513,69
Beijing,2015,201505,20150514,21
Chengdu,2015,201505,20150514,82
Guangzhou,2015,201505,20150514,22
Shanghai,2015,201505,20150514,50
Shenyang,2015,201505,20150514,36
Beijing,2015,201505,20150515,32
Chengdu,2015,201505,20150515,63
Guangzhou,2015,201505,20150515,16
Shanghai,2015,201505,20150515,38
Shenyang,2015,201505,20150515,24
Beijing,2015,201505,20150516,50
Chengdu,2015,201505,20150516,38
Guangzhou,2015,201505,20150516,23
Shanghai,2015,201505,20150516,47
Shenyang,2015,201505,20150516,42
Beijing,2015,201505,20150517,133
Chengdu,2015,201505,20150517,62
Guangzhou,2015,201505,20150517,31
Shanghai,2015,201505,20150517,42
Shenyang,2015,201505,20150517,69
Beijing,2015,201505,20150518,60
Chengdu,2015,201505,20150518,77
Guangzhou,2015,201505,20150518,22
Shanghai,2015,201505,20150518,50
Shenyang,2015,201505,20150518,34
Beijing,2015,201505,20150519,13
Chengdu,2015,201505,20150519,69
Guangzhou,2015,201505,20150519,27
Shanghai,2015,201505,20150519,72
Shenyang,2015,201505,20150519,22
Beijing,2015,201505,20150520,16
Chengdu,2015,201505,20150520,70
Guangzhou,2015,201505,20150520,23
Shanghai,2015,201505,20150520,44
Shenyang,2015,201505,20150520,20
Beijing,2015,201505,20150521,37
Chengdu,2015,201505,20150521,38
Guangzhou,2015,201505,20150521,26
Shanghai,2015,201505,20150521,23
Shenyang,2015,201505,20150521,54
Beijing,2015,201505,20150522,64
Chengdu,2015,201505,20150522,25
Guangzhou,2015,201505,20150522,47
Shanghai,2015,201505,20150522,34
Shenyang,2015,201505,20150522,50
Beijing,2015,201505,20150523,98
Chengdu,2015,201505,20150523,37
Guangzhou,2015,201505,20150523,41
Shanghai,2015,201505,20150523,40
Shenyang,2015,201505,20150523,47
Beijing,2015,201505,20150524,115
Chengdu,2015,201505,20150524,41
Guangzhou,2015,201505,20150524,70
Shanghai,2015,201505,20150524,36
Shenyang,2015,201505,20150524,54
Beijing,2015,201505,20150525,96
Chengdu,2015,201505,20150525,56
Guangzhou,2015,201505,20150525,98
Shanghai,2015,201505,20150525,32
Shenyang,2015,201505,20150525,59
Beijing,2015,201505,20150526,83
Chengdu,2015,201505,20150526,91
Guangzhou,2015,201505,20150526,38
Shanghai,2015,201505,20150526,30
Shenyang,2015,201505,20150526,64
Beijing,2015,201505,20150527,100
Chengdu,2015,201505,20150527,104
Guangzhou,2015,201505,20150527,33
Shanghai,2015,201505,20150527,42
Shenyang,2015,201505,20150527,90
Beijing,2015,201505,20150528,108
Chengdu,2015,201505,20150528,69
Guangzhou,2015,201505,20150528,22
Shanghai,2015,201505,20150528,33
Shenyang,2015,201505,20150528,27
Beijing,2015,201505,20150529,71
Chengdu,2015,201505,20150529,24
Guangzhou,2015,201505,20150529,24
Shanghai,2015,201505,20150529,28
Shenyang,2015,201505,20150529,46
Beijing,2015,201505,20150530,67
Chengdu,2015,201505,20150530,40
Guangzhou,2015,201505,20150530,23
Shanghai,2015,201505,20150530,35
Shenyang,2015,201505,20150530,28
Beijing,2015,201505,20150531,59
Chengdu,2015,201505,20150531,44
Guangzhou,2015,201505,20150531,36
Shanghai,2015,201505,20150531,49
Shenyang,2015,201505,20150531,47
Beijing,2015,201506,20150601,105
Chengdu,2015,201506,20150601,55
Guangzhou,2015,201506,20150601,27
Shanghai,2015,201506,20150601,47
Shenyang,2015,201506,20150601,46
Beijing,2015,201506,20150602,37
Chengdu,2015,201506,20150602,54
Guangzhou,2015,201506,20150602,15
Shanghai,2015,201506,20150602,33
Shenyang,2015,201506,20150602,25
Beijing,2015,201506,20150603,35
Chengdu,2015,201506,20150603,30
Guangzhou,2015,201506,20150603,16
Shanghai,2015,201506,20150603,18
Shenyang,2015,201506,20150603,27
Beijing,2015,201506,20150604,47
Chengdu,2015,201506,20150604,27
Guangzhou,2015,201506,20150604,16
Shanghai,2015,201506,20150604,24
Shenyang,2015,201506,20150604,43
Beijing,2015,201506,20150605,49
Chengdu,2015,201506,20150605,22
Guangzhou,2015,201506,20150605,19
Shanghai,2015,201506,20150605,64
Shenyang,2015,201506,20150605,32
Beijing,2015,201506,20150606,23
Chengdu,2015,201506,20150606,42
Guangzhou,2015,201506,20150606,42
Shanghai,2015,201506,20150606,56
Shenyang,2015,201506,20150606,39
Beijing,2015,201506,20150607,16
Chengdu,2015,201506,20150607,60
Guangzhou,2015,201506,20150607,12
Shanghai,2015,201506,20150607,27
Shenyang,2015,201506,20150607,42
Beijing,2015,201506,20150608,19
Chengdu,2015,201506,20150608,50
Guangzhou,2015,201506,20150608,15
Shanghai,2015,201506,20150608,17
Shenyang,2015,201506,20150608,27
Beijing,2015,201506,20150609,53
Chengdu,2015,201506,20150609,45
Guangzhou,2015,201506,20150609,16
Shanghai,2015,201506,20150609,45
Shenyang,2015,201506,20150609,41
Beijing,2015,201506,20150610,75
Chengdu,2015,201506,20150610,78
Guangzhou,2015,201506,20150610,21
Shanghai,2015,201506,20150610,33
Shenyang,2015,201506,20150610,44
Beijing,2015,201506,20150611,22
Chengdu,2015,201506,20150611,52
Guangzhou,2015,201506,20150611,18
Shanghai,2015,201506,20150611,49
Shenyang,2015,201506,20150611,15
Beijing,2015,201506,20150612,7
Chengdu,2015,201506,20150612,39
Guangzhou,2015,201506,20150612,30
Shanghai,2015,201506,20150612,56
Shenyang,2015,201506,20150612,31
Beijing,2015,201506,20150613,16
Chengdu,2015,201506,20150613,35
Guangzhou,2015,201506,20150613,26
Shanghai,2015,201506,20150613,52
Shenyang,2015,201506,20150613,53
Beijing,2015,201506,20150614,19
Chengdu,2015,201506,20150614,47
Guangzhou,2015,201506,20150614,14
Shanghai,2015,201506,20150614,35
Shenyang,2015,201506,20150614,53
Beijing,2015,201506,20150615,83
Chengdu,2015,201506,20150615,56
Guangzhou,2015,201506,20150615,13
Shanghai,2015,201506,20150615,38
Shenyang,2015,201506,20150615,61
Beijing,2015,201506,20150616,94
Chengdu,2015,201506,20150616,96
Guangzhou,2015,201506,20150616,19
Shanghai,2015,201506,20150616,28
Shenyang,2015,201506,20150616,58
Beijing,2015,201506,20150617,38
Chengdu,2015,201506,20150617,63
Guangzhou,2015,201506,20150617,15
Shanghai,2015,201506,20150617,20
Shenyang,2015,201506,20150617,44
Beijing,2015,201506,20150618,20
Chengdu,2015,201506,20150618,47
Guangzhou,2015,201506,20150618,16
Shanghai,2015,201506,20150618,22
Shenyang,2015,201506,20150618,31
Beijing,2015,201506,20150619,22
Chengdu,2015,201506,20150619,58
Guangzhou,2015,201506,20150619,13
Shanghai,2015,201506,20150619,42
Shenyang,2015,201506,20150619,26
Beijing,2015,201506,20150620,24
Chengdu,2015,201506,20150620,34
Guangzhou,2015,201506,20150620,13
Shanghai,2015,201506,20150620,35
Shenyang,2015,201506,20150620,36
Beijing,2015,201506,20150621,43
Chengdu,2015,201506,20150621,49
Guangzhou,2015,201506,20150621,13
Shanghai,2015,201506,20150621,39
Shenyang,2015,201506,20150621,61
Beijing,2015,201506,20150622,83
Chengdu,2015,201506,20150622,65
Guangzhou,2015,201506,20150622,10
Shanghai,2015,201506,20150622,26
Shenyang,2015,201506,20150622,48
Beijing,2015,201506,20150623,158
Chengdu,2015,201506,20150623,27
Guangzhou,2015,201506,20150623,10
Shanghai,2015,201506,20150623,48
Shenyang,2015,201506,20150623,33
Beijing,2015,201506,20150624,89
Chengdu,2015,201506,20150624,21
Guangzhou,2015,201506,20150624,14
Shanghai,2015,201506,20150624,53
Shenyang,2015,201506,20150624,31
Beijing,2015,201506,20150625,96
Chengdu,2015,201506,20150625,44
Guangzhou,2015,201506,20150625,22
Shanghai,2015,201506,20150625,41
Shenyang,2015,201506,20150625,40
Beijing,2015,201506,20150626,76
Chengdu,2015,201506,20150626,70
Guangzhou,2015,201506,20150626,21
Shanghai,2015,201506,20150626,34
Shenyang,2015,201506,20150626,79
Beijing,2015,201506,20150627,73
Chengdu,2015,201506,20150627,54
Guangzhou,2015,201506,20150627,16
Shanghai,2015,201506,20150627,13
Shenyang,2015,201506,20150627,74
Beijing,2015,201506,20150628,118
Chengdu,2015,201506,20150628,39
Guangzhou,2015,201506,20150628,16
Shanghai,2015,201506,20150628,13
Shenyang,2015,201506,20150628,56
Beijing,2015,201506,20150629,88
Chengdu,2015,201506,20150629,30
Guangzhou,2015,201506,20150629,18
Shanghai,2015,201506,20150629,37
Shenyang,2015,201506,20150629,28
Beijing,2015,201506,20150630,13
Chengdu,2015,201506,20150630,45
Guangzhou,2015,201506,20150630,23
Shanghai,2015,201506,20150630,53
Shenyang,2015,201506,20150630,36
Beijing,2015,201507,20150701,17
Chengdu,2015,201507,20150701,38
Guangzhou,2015,201507,20150701,20
Shanghai,2015,201507,20150701,38
Shenyang,2015,201507,20150701,15
Beijing,2015,201507,20150702,8
Chengdu,2015,201507,20150702,55
Guangzhou,2015,201507,20150702,20
Shanghai,2015,201507,20150702,56
Shenyang,2015,201507,20150702,20
Beijing,2015,201507,20150703,25
Chengdu,2015,201507,20150703,25
Guangzhou,2015,201507,20150703,24
Shanghai,2015,201507,20150703,72
Shenyang,2015,201507,20150703,32
Beijing,2015,201507,20150704,32
Chengdu,2015,201507,20150704,38
Guangzhou,2015,201507,20150704,22
Shanghai,2015,201507,20150704,52
Shenyang,2015,201507,20150704,48
Beijing,2015,201507,20150705,55
Chengdu,2015,201507,20150705,42
Guangzhou,2015,201507,20150705,28
Shanghai,2015,201507,20150705,23
Shenyang,2015,201507,20150705,32
Beijing,2015,201507,20150706,58
Chengdu,2015,201507,20150706,34
Guangzhou,2015,201507,20150706,17
Shanghai,2015,201507,20150706,19
Shenyang,2015,201507,20150706,42
Beijing,2015,201507,20150707,58
Chengdu,2015,201507,20150707,46
Guangzhou,2015,201507,20150707,18
Shanghai,2015,201507,20150707,19
Shenyang,2015,201507,20150707,50
Beijing,2015,201507,20150708,100
Chengdu,2015,201507,20150708,63
Guangzhou,2015,201507,20150708,21
Shanghai,2015,201507,20150708,25
Shenyang,2015,201507,20150708,49
Beijing,2015,201507,20150709,59
Chengdu,2015,201507,20150709,57
Guangzhou,2015,201507,20150709,18
Shanghai,2015,201507,20150709,27
Shenyang,2015,201507,20150709,53
Beijing,2015,201507,20150710,44
Chengdu,2015,201507,20150710,57
Guangzhou,2015,201507,20150710,17
Shanghai,2015,201507,20150710,22
Shenyang,2015,201507,20150710,24
Beijing,2015,201507,20150711,86
Chengdu,2015,201507,20150711,59
Guangzhou,2015,201507,20150711,30
Shanghai,2015,201507,20150711,6
Shenyang,2015,201507,20150711,29
Beijing,2015,201507,20150712,92
Chengdu,2015,201507,20150712,73
Guangzhou,2015,201507,20150712,39
Shanghai,2015,201507,20150712,20
Shenyang,2015,201507,20150712,70
Beijing,2015,201507,20150713,44
Chengdu,2015,201507,20150713,75
Guangzhou,2015,201507,20150713,69
Shanghai,2015,201507,20150713,67
Shenyang,2015,201507,20150713,24
Beijing,2015,201507,20150714,33
Chengdu,2015,201507,20150714,72
Guangzhou,2015,201507,20150714,29
Shanghai,2015,201507,20150714,62
Shenyang,2015,201507,20150714,42
Beijing,2015,201507,20150715,36
Chengdu,2015,201507,20150715,42
Guangzhou,2015,201507,20150715,21
Shanghai,2015,201507,20150715,25
Shenyang,2015,201507,20150715,20
Beijing,2015,201507,20150716,37
Chengdu,2015,201507,20150716,62
Guangzhou,2015,201507,20150716,31
Shanghai,2015,201507,20150716,27
Shenyang,2015,201507,20150716,19
Beijing,2015,201507,20150717,36
Chengdu,2015,201507,20150717,46
Guangzhou,2015,201507,20150717,39
Shanghai,2015,201507,20150717,29
Shenyang,2015,201507,20150717,15
Beijing,2015,201507,20150718,43
Chengdu,2015,201507,20150718,59
Guangzhou,2015,201507,20150718,32
Shanghai,2015,201507,20150718,23
Shenyang,2015,201507,20150718,57
Beijing,2015,201507,20150719,70
Chengdu,2015,201507,20150719,51
Guangzhou,2015,201507,20150719,33
Shanghai,2015,201507,20150719,18
Shenyang,2015,201507,20150719,24
Beijing,2015,201507,20150720,83
Chengdu,2015,201507,20150720,67
Guangzhou,2015,201507,20150720,25
Shanghai,2015,201507,20150720,21
Shenyang,2015,201507,20150720,38
Beijing,2015,201507,20150721,108
Chengdu,2015,201507,20150721,58
Guangzhou,2015,201507,20150721,12
Shanghai,2015,201507,20150721,37
Shenyang,2015,201507,20150721,38
Beijing,2015,201507,20150722,53
Chengdu,2015,201507,20150722,33
Guangzhou,2015,201507,20150722,19
Shanghai,2015,201507,20150722,32
Beijing,2015,201507,20150723,43
Chengdu,2015,201507,20150723,25
Guangzhou,2015,201507,20150723,15
Shanghai,2015,201507,20150723,35
Beijing,2015,201507,20150724,52
Chengdu,2015,201507,20150724,32
Guangzhou,2015,201507,20150724,13
Shanghai,2015,201507,20150724,32
Beijing,2015,201507,20150725,81
Guangzhou,2015,201507,20150725,17
Shanghai,2015,201507,20150725,49
Beijing,2015,201507,20150726,103
Guangzhou,2015,201507,20150726,16
Shanghai,2015,201507,20150726,61
Beijing,2015,201507,20150727,57
Guangzhou,2015,201507,20150727,14
Shanghai,2015,201507,20150727,44
Beijing,2015,201507,20150728,51
Chengdu,2015,201507,20150728,47
Guangzhou,2015,201507,20150728,13
Shanghai,2015,201507,20150728,45
Beijing,2015,201507,20150729,81
Chengdu,2015,201507,20150729,65
Guangzhou,2015,201507,20150729,14
Shanghai,2015,201507,20150729,42
Beijing,2015,201507,20150730,38
Chengdu,2015,201507,20150730,49
Guangzhou,2015,201507,20150730,16
Shanghai,2015,201507,20150730,31
Beijing,2015,201507,20150731,24
